,AGE07,EDCL07,MARRIED07,KIDS07,LIFECL07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,NETWORTH07,TrueRiskTol
9134,49,4,1,1,3,1,264114.12371,2,3,4,795960.35271,29.305919180538325
9135,73,4,1,0,5,2,528228.24743,3,2,4,9230696.081,0.4757727272727363
9136,73,4,1,0,5,2,528228.24743,3,2,4,9241052.0575,0.4757727272727363
9137,73,4,1,0,5,2,529293.22373,3,2,4,9230696.081,0.4757727272727363
9138,73,4,1,0,5,2,528228.24743,3,2,4,9237427.4657,0.4757727272727363
9139,73,4,1,0,5,2,528228.24743,3,2,4,9228624.8857,0.4757727272727363
9150,49,4,1,1,3,1,112887.48836,3,1,3,656051.11039,6.048220977922906
9152,49,4,1,1,3,1,132057.06186,3,1,3,609324.94448,6.999706650325803
9154,49,4,1,1,3,1,137381.94338,3,1,3,587535.96995,7.216192337931433
9205,45,4,2,1,4,1,63898.578318,1,1,5,1113888.8308,4.346623258113919
9206,45,4,2,1,4,1,63898.578318,1,1,5,585112.67146,4.3295313143123755
9207,45,4,2,1,4,1,63898.578318,1,1,5,387272.09667,4.332585722567073
9208,45,4,2,1,4,1,63898.578318,1,1,5,382995.07838,4.366031889825395
9209,45,4,2,1,4,1,63898.578318,1,1,5,430497.94252,4.36670888881647
9211,55,4,1,0,5,4,30884.312854,1,1,5,276090.33312,1.9188404969838833
9220,61,4,2,0,5,1,158681.46949,2,3,5,1587571.1953,3.3858361635847176
9221,61,4,2,0,5,1,158681.46949,2,3,5,2959738.0797,3.388701730682379
9222,61,4,2,0,5,1,158681.46949,2,3,5,2716372.6323,3.3858361635847176
9223,61,4,2,0,5,1,158681.46949,2,3,5,1235467.9948,3.3858361635847176
9224,61,4,2,0,5,1,158681.46949,2,3,5,1641422.273,3.388701730682379
9243,65,4,1,0,5,2,1437718.0121,2,3,3,30978868.06,0.7157768244143867
9270,55,3,2,0,5,2,26624.407632,3,3,4,259624.3305,2.2545583875332955
9271,55,3,2,0,5,2,26624.407632,3,3,4,252375.14696,2.1878391018031333
9273,55,3,2,0,5,2,26624.407632,3,3,4,246161.56107,2.225545803381057
9274,55,3,2,0,5,2,26624.407632,3,3,4,246161.56107,2.2217066367044596
9275,58,2,2,1,5,1,76678.293981,3,3,5,394252.02482,2.3567189643444593
9276,58,2,2,1,5,1,76678.293981,3,3,5,393941.34553,2.3567189643444593
9277,58,2,2,1,5,1,76678.293981,3,3,5,393941.34553,2.3567189643444593
9278,58,2,2,1,5,1,76678.293981,3,3,5,394044.90529,2.3567189643444593
9279,58,2,2,1,5,1,76678.293981,3,3,5,393941.34553,2.3567189643444593
9280,56,4,1,0,5,1,79873.222897,3,3,4,2012166.2312,1.4523357321768047
9281,56,4,1,0,5,1,79873.222897,3,3,4,2013201.8289,1.4344994994354037
9282,56,4,1,0,5,1,79873.222897,3,3,4,2013201.8289,1.4409786036002195
9283,56,4,1,0,5,1,79873.222897,3,3,4,2013201.8289,1.4437264820590814
9284,56,4,1,0,5,1,79873.222897,3,3,4,2013201.8289,1.4382041864321506
9300,75,4,1,0,6,3,108627.58314,4,3,3,1952101.5676,0.668571428571096
9301,75,4,1,0,6,3,108627.58314,4,3,3,1952101.5676,0.668571428571096
9302,75,4,1,0,6,3,108627.58314,4,3,3,1953137.1653,0.668571428571096
9303,75,4,1,0,6,3,108627.58314,4,3,3,1952101.5676,0.668571428571096
9304,75,4,1,0,6,3,108627.58314,4,3,3,1952101.5676,0.668571428571096
9305,47,4,1,4,3,2,595321.75466,3,1,4,2054573.9549,18.955115001801072
9306,47,4,1,4,3,2,594256.77835,3,1,4,2045253.5761,19.01177596264307
9307,47,4,1,4,3,2,594256.77835,3,1,4,2068036.7244,18.84426451591347
9308,47,4,1,4,3,2,594256.77835,3,1,4,2035933.1973,19.08558261050006
9309,47,4,1,4,3,2,594256.77835,3,1,4,2059751.9432,18.89938533356971
9314,40,3,1,1,3,1,90522.98595,3,3,5,288724.62443,23.826313261415645
9320,64,4,2,0,6,3,8945.8009645,2,1,2,910497.45265,0.9982425010712095
9321,64,4,2,0,6,3,8945.8009645,2,1,2,911533.05029,0.9990268267431848
9322,64,4,2,0,6,3,8945.8009645,2,1,2,911533.05029,1.001212936099401
9323,64,4,2,0,6,3,8945.8009645,2,1,2,910497.45265,0.9993858222629564
9324,64,4,2,0,6,3,8945.8009645,2,1,2,911533.05029,0.9959548403020817
9327,71,4,1,0,5,2,1055391.5185,3,3,4,34022489.549,0.6114007064352918
9328,71,4,1,0,5,2,1057521.4712,3,3,4,26288646.31,0.5734619305438997
9330,42,4,1,3,3,1,2140602.3736,3,3,2,8049700.5225,15.601250708715671
9331,42,4,1,3,3,1,2129952.6106,3,3,2,8049700.5225,15.608493649047622
9332,42,4,1,3,3,1,2140602.3736,3,3,2,8049700.5225,15.643666830959958
9333,42,4,1,3,3,1,2129952.6106,3,3,2,8049700.5225,15.608493649047622
9334,42,4,1,3,3,1,2129952.6106,3,3,2,8049700.5225,15.608493649047622
9335,49,4,1,3,3,1,126732.18033,2,3,4,369190.56172,6.809789272993928
9336,49,4,1,3,3,1,126732.18033,2,3,4,313993.20705,6.8694615113047774
9337,49,4,1,3,3,1,126732.18033,2,3,4,216750.58785,6.798028602303704
9338,49,4,1,3,3,1,126732.18033,2,3,4,219992.00849,6.876976929884558
9339,49,4,1,3,3,1,126732.18033,2,3,4,361527.13912,6.850801602191944
9345,58,4,1,0,5,2,3727417.0685,4,3,5,193618443.17,3.4550042263214795
9346,58,4,1,0,5,2,3727417.0685,4,3,5,172327591.12,3.3174012080484134
9380,55,4,1,0,5,1,126732.18033,2,3,4,644348.85696,6.838404421401741
9381,55,4,1,0,5,1,127797.15664,2,3,4,462394.3501,7.630739217737261
9382,55,4,1,0,5,1,126732.18033,2,3,4,963520.05225,7.111001166422922
9383,55,4,1,0,5,1,126732.18033,2,3,4,727093.10908,7.8234360356432795
9384,55,4,1,0,5,1,126732.18033,2,3,4,398083.73612,6.7358937024651535
9395,47,3,1,1,3,3,10649.763053,3,1,2,102058.14827,2.6616327823662083
9396,47,3,1,1,3,3,11714.739358,3,1,2,121879.48726,2.6214549479804585
9410,55,3,1,0,5,2,266244.07632,3,3,2,666924.8857,5.586037914198551
9411,55,3,1,0,5,2,266244.07632,3,3,2,658640.10451,5.404079177814001
9412,55,3,1,0,5,2,266244.07632,3,3,2,655533.31156,5.787911869557337
9413,55,3,1,0,5,2,266244.07632,3,3,2,663818.09275,5.504621876832568
9414,55,3,1,0,5,2,266244.07632,3,3,2,663714.53298,5.685958128131605
9422,59,3,1,0,5,2,26624407.632,1,3,5,97272651.535,4.241873416066644
9465,52,4,1,2,3,1,165071.32732,2,3,5,245125.96342,10.23688708991848
9466,52,4,1,2,3,1,165071.32732,2,3,5,247300.71848,10.23688708991848
9467,52,4,1,2,3,1,165071.32732,2,3,5,233837.94905,10.262165862785267
9468,52,4,1,2,3,1,165071.32732,2,3,5,234873.5467,10.23688708991848
9469,52,4,1,2,3,1,165071.32732,2,3,5,226588.76551,10.23688708991848
9480,66,2,2,1,5,3,99042.796392,4,3,2,678627.13912,0.920938212067498
9481,66,2,2,1,5,3,101172.749,4,3,2,691468.54997,0.9209040809155689
9482,66,2,2,1,5,3,104367.67792,4,3,2,673552.71065,0.9354731969369048
9483,66,2,2,1,5,3,100107.7727,4,3,2,685772.7629,0.9194798287458494
9484,66,2,2,1,5,3,101172.749,4,3,2,678420.0196,0.9256289267620443
9506,39,4,1,1,3,1,138446.91969,3,3,5,914391.2998,31.415464607291923
9507,39,4,1,1,3,1,138446.91969,3,3,5,1429228.3148,31.44872618168418
9508,39,4,1,1,3,1,138446.91969,3,3,5,1159455.1274,31.44872618168418
9509,39,4,1,1,3,1,138446.91969,3,3,5,1050303.1352,31.195572905558116
9510,62,4,1,2,5,1,276893.83938,3,3,2,7676885.369,1.052515032706503
9511,62,4,1,2,5,1,276893.83938,3,3,2,7668807.7074,1.0539622105284303
9512,62,4,1,2,5,1,276893.83938,3,3,2,7670361.1039,1.052515032706503
9513,62,4,1,2,5,1,276893.83938,3,3,2,7671810.9406,1.0539622105284303
9514,62,4,1,2,5,1,276893.83938,3,3,2,7677920.9667,1.052515032706503
9523,63,4,1,0,5,1,71353.412455,2,3,5,952024.91835,1.113050129959543
9535,71,4,1,0,6,3,117573.3841,3,3,1,3011517.9621,0.4545724137931034
9536,71,4,1,0,6,3,116508.4078,3,3,1,3060191.0516,0.4545724137931034
9537,71,4,1,0,6,3,117573.3841,3,3,1,3054081.0255,0.4545724137931034
9538,71,4,1,0,6,3,116508.4078,3,3,1,3069614.9902,0.4545724137931034
9539,71,4,1,0,6,3,116508.4078,3,3,1,2947414.4677,0.4545724137931034
9560,70,4,1,1,5,1,331207.63095,3,3,5,3946662.6388,0.546844262295082
9561,70,4,1,1,5,1,331207.63095,3,3,5,3909277.5637,0.5303989361702127
9562,70,4,1,1,5,1,331207.63095,3,3,5,3931128.6741,0.5328448275862069
9563,70,4,1,1,5,1,331207.63095,3,3,5,3919737.0999,0.5439615384615384
9564,70,4,1,1,5,1,331207.63095,3,3,5,3929057.4788,0.5446484375
9570,49,3,1,2,3,2,23812870.186,1,3,5,265180311.89,47.80674683047317
9571,49,3,1,2,3,2,24462505.733,1,3,5,249104729.59,49.70445351741144
9572,49,3,1,2,3,2,25953472.56,1,3,5,227611935.99,51.652701456210906
9573,49,3,1,2,3,2,24941745.07,1,3,5,245947192.36,44.09034676644296
9574,49,3,1,2,3,2,23642473.978,1,3,5,242731661.66,49.80325725286744
9585,31,3,1,1,3,1,50053.886349,4,3,5,35054.980405,32.708373302811644
9586,31,3,1,1,3,1,50053.886349,4,3,5,44375.359242,33.62430500720975
9588,31,3,1,1,3,1,50053.886349,4,3,5,43754.000653,34.768227653912014
9592,32,3,1,1,3,1,78808.246592,4,3,4,164349.34683,73.64203674826837
9601,63,2,2,0,5,1,73483.365065,4,2,2,248439.8759,1.5165142712853408
9604,63,2,2,0,5,1,73483.365065,4,2,2,248543.43566,1.4484745704490647
9607,51,4,2,0,1,1,120342.3225,3,3,4,263766.7211,26.712936859140804
9608,51,4,2,0,1,1,109692.55945,3,3,4,256206.85826,18.675649667040854
9615,59,4,1,2,5,1,2332298.1086,4,2,4,39237759.308,1.2651928056938737
9616,59,4,1,2,5,1,2332298.1086,4,2,4,39759700.523,1.2625737851636911
9617,59,4,1,2,5,1,2321648.3455,4,2,4,39210833.769,1.2635927688358328
9618,59,4,1,2,5,1,2321648.3455,4,2,4,39258471.261,1.2633451925208306
9619,59,4,1,2,5,1,2332298.1086,4,2,4,40535363.161,1.258947605860358
9620,49,2,1,3,3,1,61768.625707,2,1,5,26148.840627,16.065123282087683
9623,49,2,1,3,3,1,84133.128118,2,1,5,17108.073155,18.849610621922597
9635,79,2,1,0,6,3,22439.050753,1,1,4,377889.58197,0.45545192307697774
9636,79,2,1,0,6,3,22439.050753,1,1,4,377889.58197,0.45545192307697774
9637,79,2,1,0,6,3,22439.050753,1,1,4,377889.58197,0.45545192307697774
9638,79,2,1,0,6,3,22439.050753,1,1,4,377786.02221,0.45545192307697774
9639,79,2,1,0,6,3,22449.700516,1,1,4,377889.58197,0.45545192307697774
9643,34,2,1,0,2,1,95847.867476,3,2,2,21229.751796,62.858317134074284
9651,50,4,1,1,3,1,69223.459844,2,3,2,252892.94579,6.708094555858006
9660,38,4,1,2,3,2,107562.60683,4,3,1,935393.22012,7.6643442066887815
9661,38,4,1,2,3,2,107562.60683,4,3,1,983341.39125,7.52259603893541
9662,38,4,1,2,3,2,106497.63053,4,3,1,974021.01241,7.515582971409033
9663,38,4,1,2,3,2,106497.63053,4,3,1,936946.61659,7.624779027143668
9664,38,4,1,2,3,2,106497.63053,4,3,1,940364.08883,7.61439440335321
9675,47,4,1,2,3,1,343987.34661,3,3,2,3574158.1646,7.733743794085292
9677,47,4,1,2,3,1,346117.29922,3,3,2,3244216.7538,8.106024314497928
9678,47,4,1,2,3,1,338662.46508,3,3,2,2433033.1156,7.7488834585279776
9681,49,4,1,2,3,2,138446.91969,3,3,4,1854755.3886,6.95751619686539
9720,58,2,1,0,5,2,79873.222897,2,3,4,114122.86088,5.6218495323158475
9721,58,2,1,0,5,2,79873.222897,2,3,4,246782.91966,5.633130795232622
9722,58,2,1,0,5,2,79873.222897,2,3,4,241708.49118,5.619358274227974
9723,58,2,1,0,5,2,79873.222897,2,3,4,178019.23579,5.625597080366182
9724,58,2,1,0,5,2,79873.222897,2,3,4,132867.17831,5.633130795232622
9726,67,4,1,0,5,2,52183.838959,3,3,4,418485.0098,0.8824026387753887
9727,67,4,1,0,5,2,72418.38876,3,3,4,500297.22404,0.9313717954175948
9729,67,4,1,0,5,2,53248.815265,3,3,4,392595.06858,0.7910947893213396
9730,53,4,1,2,3,1,120342.3225,3,2,4,452038.37361,4.398206695503086
9731,53,4,1,2,3,1,120342.3225,3,2,4,452452.61267,4.261100626224498
9732,53,4,1,2,3,1,120342.3225,3,2,4,452452.61267,4.424529597017157
9733,53,4,1,2,3,1,120342.3225,3,2,4,452038.37361,4.262753632385005
9734,53,4,1,2,3,1,120342.3225,3,2,4,452349.05291,4.267941013918156
9760,69,4,2,0,5,2,2577242.6588,2,3,1,40788048.988,1.3039590966545536
9765,37,4,1,2,3,2,998947.77437,3,3,5,8117532.1685,12.100215156504307
9766,37,4,1,2,3,2,1150174.4097,3,3,5,7017727.4657,15.551514467882019
9768,37,4,1,2,3,2,1512266.3535,3,3,5,8175525.6368,18.36136079753811
9769,37,4,1,2,3,2,1160824.1728,3,3,5,8041933.5402,12.30077238514912
9775,36,4,1,3,3,1,77743.270286,2,3,4,101695.68909,41.86505551873831
9776,36,4,1,3,3,1,77743.270286,2,3,4,151404.37622,41.86505551873831
9777,36,4,1,3,3,1,77743.270286,2,3,4,116194.05617,42.130718889317016
9778,36,4,1,3,3,1,77743.270286,2,3,4,109980.47028,41.86505551873831
9779,36,4,1,3,3,1,77743.270286,2,3,4,92582.429784,41.86505551873831
9795,29,4,1,0,2,1,122472.27511,2,3,5,150368.77858,73.78971956851389
9796,29,4,1,0,2,1,118212.36989,2,3,5,150368.77858,72.39235007444739
9798,29,4,1,0,2,1,118212.36989,2,3,5,150368.77858,72.39235007444739
9799,29,4,1,0,2,1,122472.27511,2,3,5,150368.77858,73.78971956851389
9800,49,3,1,0,2,1,47923.933738,3,2,4,225863.84716,7.345738723150955
9801,49,3,1,0,2,1,47923.933738,3,2,4,300737.55715,7.679988584879256
9802,49,3,1,0,2,1,47923.933738,3,2,4,219960.94056,7.76989085996585
9803,49,3,1,0,2,1,47923.933738,3,2,4,219960.94056,7.826262267597311
9804,49,3,1,0,2,1,47923.933738,3,2,4,224931.80927,7.366157511550686
9805,40,2,1,4,3,1,69223.459844,2,2,1,402226.12671,31.535940247004085
9806,40,2,1,4,3,1,69223.459844,2,2,1,272465.74135,31.535940247004085
9807,40,2,1,4,3,1,69223.459844,2,2,1,324556.30307,31.316377050287034
9808,40,2,1,4,3,1,69223.459844,2,2,1,1179649.2815,31.316377050287034
9809,40,2,1,4,3,1,69223.459844,2,2,1,448828.0209,31.316377050287034
9850,56,2,1,0,5,1,50053.886349,4,3,4,212918.87655,3.5326298014344215
9851,56,2,1,0,5,1,50053.886349,4,3,4,213954.4742,3.5326298014344215
9852,56,2,1,0,5,1,50053.886349,4,3,4,212918.87655,3.5326298014344215
9853,56,2,1,0,5,1,50053.886349,4,3,4,213954.4742,3.5326298014344215
9854,56,2,1,0,5,1,50053.886349,4,3,4,213954.4742,3.5326298014344215
9877,48,2,1,2,3,1,59638.673096,4,3,4,21074.412149,35.80419330651365
9878,48,2,1,2,3,1,59638.673096,4,3,4,20856.936643,37.33617958074744
9880,52,4,1,0,2,3,58573.696791,2,1,1,320424.26845,4.10241923924179
9881,52,4,1,0,2,3,59638.673096,2,1,1,320113.58916,4.097835897946501
9882,52,4,1,0,2,3,58573.696791,2,1,1,320626.20999,4.05877656306039
9883,52,4,1,0,2,3,58573.696791,2,1,1,321356.30634,4.186772580588051
9884,52,4,1,0,2,3,59638.673096,2,1,1,320424.26845,4.205455499879257
9905,50,2,1,1,3,1,74548.341371,4,3,2,239430.17636,7.346525085689077
9906,50,2,1,1,3,1,74548.341371,4,3,2,239430.17636,7.335160732172586
9907,50,2,1,1,3,1,74548.341371,4,3,2,239430.17636,7.452554318752766
9908,50,2,1,1,3,1,74548.341371,4,3,2,239430.17636,7.323876496713619
9909,50,2,1,1,3,1,74548.341371,4,3,2,239430.17636,7.346316163366281
9930,58,1,2,0,5,2,10649.763053,4,2,5,96569.480732,1.9073167326915916
9931,58,1,2,0,5,2,10649.763053,4,2,5,105889.85957,1.8374627715740715
9932,58,1,2,0,5,2,10649.763053,4,2,5,103611.54474,1.8440775538225118
9933,58,1,2,0,5,2,10649.763053,4,2,5,96155.241672,1.9275785425252163
9934,58,1,2,0,5,2,10649.763053,4,2,5,118109.91182,1.7587021834279133
9940,77,4,2,0,5,2,150694.1472,3,2,2,2979310.8752,0.505018853821005
9941,77,4,2,0,5,2,157084.00503,3,2,2,3224851.0777,0.487994508448438
9942,77,4,2,0,5,2,150694.1472,3,2,2,3098404.6048,0.49404061743371885
9943,77,4,2,0,5,2,135784.47892,3,2,2,3028812.4428,0.5006760938513102
9944,77,4,2,0,5,2,148564.19459,3,2,2,3078831.8093,0.4994925534136367
9970,39,2,1,2,3,1,67093.507233,2,3,3,144662.63553,20.19714251045506
9971,39,2,1,2,3,1,69223.459844,2,3,3,143740.95363,20.500102213952708
9972,39,2,1,2,3,1,60703.649402,2,3,3,144672.99151,19.29618404508234
9973,39,2,1,2,3,1,59638.673096,2,3,3,144672.99151,19.13652143162656
9974,39,2,1,2,3,1,59638.673096,2,3,3,144693.70346,18.98445689797481
9980,69,1,2,0,6,3,20234.549801,4,2,5,186407.57675,0.5082102446253931
9981,69,1,2,0,6,3,20234.549801,4,2,5,186407.57675,0.5082102446253931
9982,69,1,2,0,6,3,20234.549801,4,2,5,186407.57675,0.5082102446253931
9983,69,1,2,0,6,3,20234.549801,4,2,5,186407.57675,0.5082102446253931
9984,69,1,2,0,6,3,20234.549801,4,2,5,186407.57675,0.5082102446253931
10003,60,4,1,0,5,2,1405768.723,4,3,2,8580910.3364,20.823743239072932
10004,60,4,1,0,5,2,1299271.0925,4,3,2,8580910.3364,19.979038088188656
10005,52,2,1,2,3,2,149096.68274,4,2,1,539132.13586,4.7968560765796004
10006,52,2,1,2,3,2,149096.68274,4,2,1,538096.53821,4.7968560765796004
10007,52,2,1,2,3,2,149096.68274,4,2,1,538096.53821,4.7968560765796004
10008,52,2,1,2,3,2,149096.68274,4,2,1,538096.53821,4.7968560765796004
10009,52,2,1,2,3,2,149096.68274,4,2,1,538096.53821,4.7968560765796004
10035,72,4,1,0,6,3,4685895.7433,2,3,3,87184894.84,0.45231986263176516
10036,72,4,1,0,6,3,4046909.9601,2,3,3,88279521.555,0.4523426604612145
10037,72,4,1,0,6,3,4451600.9561,2,3,3,88841851.078,0.45236004172209576
10038,72,4,1,0,6,3,3865863.9882,2,3,3,88659585.892,0.45227934773188727
10039,72,4,1,0,6,3,4387702.3778,2,3,3,86840040.823,0.45240904590335007
10050,48,2,1,0,2,1,60703.649402,4,1,5,265734.35663,6.17840557200379
10051,48,2,1,0,2,1,60703.649402,4,1,5,306226.22469,6.1775148464295935
10052,48,2,1,0,2,1,61768.625707,4,1,5,319688.99412,6.229438466377652
10053,48,2,1,0,2,1,60703.649402,4,1,5,298977.04115,6.1775148464295935
10054,48,2,1,0,2,1,60703.649402,4,1,5,269980.30699,6.1775148464295935
10062,56,4,1,0,5,4,152291.61166,3,3,4,752465.25147,3.1996609360605044
10063,56,4,1,0,5,4,162941.37471,3,3,4,778458.75245,3.2655767448923596
10064,56,4,1,0,5,4,141641.8486,3,3,4,728335.82626,3.0946574270040523
10065,63,4,1,0,5,2,5324881.5265,3,3,2,49647586.871,1.4905138734638133
10066,63,4,1,0,5,2,5324881.5265,3,3,2,58851978.772,1.3671993710379118
10068,63,4,1,0,5,2,5324881.5265,3,3,2,49076972.567,1.4954755920462208
10075,48,4,1,2,3,2,5814770.6269,3,3,3,128218380.47,14.362015170122614
10076,48,4,1,2,3,2,5931918.0205,3,3,3,122611654.8,15.524578797253316
10077,48,4,1,2,3,2,5495277.7353,3,3,3,126308738.41,14.40189375931762
10078,48,4,1,2,3,2,5484627.9723,3,3,3,127457216.2,14.465696906606976
10079,48,4,1,2,3,2,5665673.9442,3,3,3,121276769.43,14.783978581042598
10080,42,4,1,2,3,1,155486.54057,2,3,3,252892.94579,19.565596238005018
10081,42,4,1,2,3,1,155486.54057,2,3,3,255067.70085,19.635615668903043
10082,42,4,1,2,3,1,155486.54057,2,3,3,249579.03331,19.563245343228104
10083,42,4,1,2,3,1,155486.54057,2,3,3,261384.84651,19.563245343228104
10084,42,4,1,2,3,1,155486.54057,2,3,3,246886.47943,19.563245343228104
10099,45,4,1,5,3,3,3684818.0163,2,3,2,81953676.878,34.56650340468767
10155,42,4,1,2,3,1,127797.15664,3,3,4,906976.42064,11.237336965289456
10156,42,4,1,2,3,1,127797.15664,3,3,4,906976.42064,11.237336965289456
10157,42,4,1,2,3,1,127797.15664,3,3,4,905940.82299,11.237336965289456
10158,42,4,1,2,3,1,127797.15664,3,3,4,906976.42064,11.237336965289456
10159,42,4,1,2,3,1,127797.15664,3,3,4,908012.01829,11.228467871413631
10160,65,2,1,0,6,3,40469.099601,4,2,4,134213.45526,1.3549897643967261
10161,65,2,1,0,6,3,40469.099601,4,2,4,144880.11104,1.3548623200729235
10162,65,2,1,0,6,3,40469.099601,4,2,4,123236.12018,1.3547324163110979
10163,65,2,1,0,6,3,40469.099601,4,2,4,131003.10255,1.3553820439511006
10164,65,2,1,0,6,3,40469.099601,4,2,4,127999.86937,1.3544707163237282
10170,38,4,1,2,3,1,109692.55945,4,3,4,143533.8341,45.07840840860278
10175,57,2,1,0,5,1,45793.981128,4,2,5,65335.85565,4.738684781607436
10176,57,2,1,0,5,1,45793.981128,4,2,5,65045.888308,4.733120379895894
10177,57,2,1,0,5,1,45793.981128,4,2,5,64548.801437,4.760097072929012
10178,57,2,1,0,5,1,45793.981128,4,2,5,64393.46179,4.7509625706984515
10179,57,2,1,0,5,1,45793.981128,4,2,5,64942.328543,4.7744412106786145
10180,58,3,2,0,5,1,45793.981128,3,3,4,211562.24363,3.6636401175598063
10181,58,3,2,0,5,1,45793.981128,3,3,4,201724.06597,3.6636401175598063
10182,58,3,2,0,5,1,46858.957433,3,3,4,219847.02482,3.697316197428667
10183,58,3,2,0,5,1,46858.957433,3,3,4,220364.82364,3.697316197428667
10184,58,3,2,0,5,1,45793.981128,3,3,4,208559.01045,3.6636401175598063
10190,57,4,1,0,5,1,108627.58314,3,3,5,662678.93534,9.734558768135905
10191,57,4,1,0,5,1,108627.58314,3,3,5,1600930.405,9.734558768135905
10192,57,4,1,0,5,1,108627.58314,3,3,5,1205228.5434,9.772971833079872
10193,57,4,1,0,5,1,108627.58314,3,3,5,843908.52384,9.734558768135905
10194,57,4,1,0,5,1,108627.58314,3,3,5,835416.62312,9.772971833079872
10200,47,3,1,2,3,1,73483.365065,3,3,1,126550.03266,9.315304095420338
10201,47,3,1,2,3,1,74548.341371,3,3,1,127482.07054,9.378989167548411
10202,47,3,1,2,3,1,74548.341371,3,3,1,127585.63031,9.378989167548411
10203,47,3,1,2,3,1,73483.365065,3,3,1,130692.42325,9.315304095420338
10204,47,3,1,2,3,1,73483.365065,3,3,1,129139.02678,9.315304095420338
10215,36,3,1,1,3,1,58573.696791,4,2,5,53757.873939,32.745859151725526
10216,36,3,1,1,3,1,58573.696791,4,2,5,48372.766166,32.52652370883305
10219,36,3,1,1,3,1,58573.696791,4,2,5,56450.427825,32.08785288024789
10220,53,4,1,0,2,1,156551.51688,2,3,4,841423.08948,7.131463711606652
10221,53,4,1,0,2,1,168266.25624,2,3,4,852089.74526,7.357555968209331
10222,53,4,1,0,2,1,154421.56427,2,3,4,979364.69628,7.064771724516937
10223,53,4,1,0,2,1,155486.54057,2,3,4,918471.55454,7.108942122688511
10224,53,4,1,0,2,1,157616.49318,2,3,4,921474.78772,7.132336489627152
10255,34,4,1,1,3,1,84133.128118,3,3,2,12012.932724,40.68323732357419
10256,34,4,1,1,3,1,101172.749,3,3,2,70731.319399,41.17176822329483
10265,65,4,1,0,6,3,592126.82574,3,3,2,6502517.6355,0.9965106913390789
10266,65,4,1,0,6,3,592126.82574,3,3,2,6464200.5225,0.9965106913390789
10267,65,4,1,0,6,3,592126.82574,3,3,2,6527371.9791,0.9965106913390789
10268,65,4,1,0,6,3,592126.82574,3,3,2,6426919.0072,0.9965106913390789
10269,65,4,1,0,6,3,592126.82574,3,3,2,6411385.0425,0.9965106913390789
10270,62,4,1,0,5,2,149096.68274,3,3,4,3990468.4193,0.8220266997248404
10273,62,4,1,0,5,2,149096.68274,3,3,4,3061226.6492,1.4156643031691307
10274,62,4,1,0,5,2,149096.68274,3,3,4,2748165.4801,1.0140626755744049
10280,82,4,1,0,5,2,53257654.568,3,3,3,328569140.4,0.4519936235547685
10281,82,4,1,0,5,2,53257228.577,3,3,3,347049587.56,0.4573864834921151
10282,82,4,1,0,5,2,53258187.056,3,3,3,331909046.37,0.4522595694383394
10283,82,4,1,0,5,2,53258080.559,3,3,3,309063658.69,0.453087769401776
10284,82,4,1,0,5,2,53258187.056,3,3,3,342420051.83,0.45664508784201996
10285,42,3,1,0,2,1,106497.63053,2,3,3,95430.323318,20.178605550266386
10286,42,3,1,0,2,1,106497.63053,2,3,3,95326.763553,18.362023974580723
10287,42,3,1,0,2,1,106497.63053,2,3,3,95430.323318,19.678557405384147
10290,45,4,1,0,2,1,167201.27993,3,3,4,1833111.3978,5.294108349448116
10291,45,4,1,0,2,1,158681.46949,3,3,4,1815506.2378,5.264078139218993
10292,45,4,1,0,2,1,174656.11407,3,3,4,1919066.0026,5.37703299131938
10293,45,4,1,0,2,1,173591.13776,3,3,4,1574211.9856,6.002320751212348
10295,68,3,1,0,6,3,109692.55945,3,3,5,1722613.1287,0.9699223452855299
10296,68,3,1,0,6,3,116082.41728,3,3,5,1504205.5846,0.9792847552760923
10297,68,3,1,0,6,3,116082.41728,3,3,5,1576697.42,0.9855895927022504
10298,68,3,1,0,6,3,106497.63053,3,3,5,1446212.1163,0.9675518838709236
10299,68,3,1,0,6,3,94782.891171,3,3,5,1621228.1189,0.9481393264292198
10300,78,2,2,0,6,3,42599.052212,3,2,5,791196.60353,0.46025000000000005
10301,78,2,2,0,6,3,42599.052212,3,2,5,791196.60353,0.46025000000000005
10302,78,2,2,0,6,3,42599.052212,3,2,5,791196.60353,0.46025000000000005
10303,78,2,2,0,6,3,42599.052212,3,2,5,791196.60353,0.46025000000000005
10304,78,2,2,0,6,3,42599.052212,3,2,5,791196.60353,0.46025000000000005
10360,28,4,1,0,2,1,89458.009645,3,3,2,-932.0378837,75.90116143971086
10361,28,4,1,0,2,1,94782.891171,3,3,2,1936.5676029,79.68893179629347
10363,28,4,1,0,2,1,104367.67792,3,3,2,69467.890268,71.22581684926206
10364,28,4,1,0,2,1,87328.057034,3,3,2,41931.348792,69.49440008361658
10365,55,4,1,1,5,2,67093.507233,3,1,4,1193578.0699,1.9709719799857917
10366,55,4,1,1,5,2,77743.270286,3,1,4,1191610.4344,2.0964677252442696
10367,55,4,1,1,5,2,66028.530928,3,1,4,1192542.4722,1.9590606281396443
10368,55,4,1,1,5,2,63898.578318,3,1,4,1194717.2273,1.9491421733456438
10369,55,4,1,1,5,2,67093.507233,3,1,4,1193578.0699,1.9703186428070085
10370,48,2,1,0,2,1,79873.222897,3,3,5,454213.12867,7.635552674947499
