ticker|headline|date|eventRet|Close
TSLA|Tesla Motors (NASDAQ:TSLA) is down 3.34% on brisk volume to take shares to a two-week low.|2015-01-02|-0.05516919715650881|219.31
TSLA|"Deutsche's Vishal Shah, bullish on solar for a long time, asserts the ""recent volatility in solar stocks, driven largely by oil price weakness, presents an attractive entry point for investors as we expect 2015 to be a year of stable industry pricing and accelerating volume growth."""|2015-01-08|-0.02192789338335488|210.62
GOOG|"Believing ""the best days for shares may be behind it,"" Stifel's Scott Devitt has downgraded Google (GOOG -1.4%) to Hold. ""Google is in the early to mid stages of a core business maturation. The company continues to find growth outside of search, but in structurally lower-margin business [segments] such as Google Play and YouTube."""|2015-01-08|-0.011522615793241764|501.3
TSLA|Tesla Motors (NASDAQ:TSLA) CEO Elon Musk is making a highly-anticipated speech at the Detroit Auto Show in connection with the Automotive News World Congress.|2015-01-13|-0.06804173806369773|204.25
AAPL|Apple (NASDAQ:AAPL) has been granted a patent (application filed in 2012) for a sports camera system that can be controlled using a phone or watch.|2015-01-13|-0.01956678402189449|100.76
AMZN|"In a note titled ""The Sun Will Come Out Tomorrow,"" Citi's Mark May has upgraded Amazon (NASDAQ:AMZN) to Buy, and upped his target by $29 to $354."|2015-01-13|-0.012150487894927675|294.74
ADBE|Adobe's (NASDAQ:ADBE) buyback is good for repurchasing over 5% of shares at current levels. It succeeds a prior $2B buyback that has been used up, and is good through FY17 (ends Nov. '17).|2015-01-14|-0.011665654363039568|69.99
TSLA|SolarCity (SCTY) has announced a new $200M non-recourse financing facility with Credit Suisse to finance the purchase of solar energy systems through its MyPower loan program.|2015-01-14|-0.05076432537431175|192.69
TSLA|Tesla Motors (NASDAQ:TSLA) trades lower following Elon Musk's Detroit Auto Show talk as investors hone in on the pushed-out production timetable.|2015-01-14|-0.05076432537431175|192.69
JPM|Q4 included a $990M after-tax legal expense; backing that out, headline EPS would have been $1.54 vs. $1.19 reported and estimates for $1.31.|2015-01-14|-0.06636001754404819|48.53
TSLA|Yesterday's oil rally has proven short-lived: WTI crude is down $1.90 today to $46.58. With equities going in the same direction, solar stocks (TAN -3%) are having another rough day.|2015-01-15|-0.05459861257001286|191.87
AAPL|With the Nasdaq off 1.2% and Mizuho's Abhey Lamba having downgraded to Neutral, Apple (AAPL -2.5%) is posting a sizable decline. 42.5M shares have been traded thus far vs. a 3-month daily average of 51M.|2015-01-15|-0.03875088865761733|97.65
NFLX|Netflix (NASDAQ:NFLX) reports it added 1.90M net subscribers in the U.S. to edge its guidance of 1.85M and the consensus view of 1.83M.|2015-01-20|0.24936742716636595|49.83
NFLX|Netflix (NASDAQ:NFLX): Q4 EPS of $0.72 beats by $0.27.|2015-01-20|0.24936742716636595|49.83
MSFT|"Microsoft (MSFT -1.6%) has followed up on its Windows 10 reveal by unveiling new hardware. Getting the most attention is HoloLens, a headset declared to be ""the most advanced holographic computer the world has ever seen."""|2015-01-21|0.019592907311340002|41.0
AMZN|Amazon (AMZN +2.7%) is the latest company to spike higher on a rumor Carl Icahn has taken a stake. Shares have pared their gains after CNBC's Scott Wapner reported (citing sources) Icahn has no position in Amazon.|2015-01-21|0.06648151334052965|297.25
NFLX|Shares of Netflix (NASDAQ:NFLX) are back over $400 for the first time since October after the company's EPS beat and sub guidance helped to lift sentiment.|2015-01-21|0.25428311966748685|58.47
WMT|Morgan Stanley downgrades Wal-Mart (NYSE:WMT) to Equalweight from Overweight.|2015-01-21|0.01764323117753608|75.39
AMZN|Amazon (NASDAQ:AMZN) has surged above $308 after eBay reported its Marketplaces revenue and GMV respectively rose just 1% and 2% Y/Y in Q4, a sign of further share loss to Amazon and other rivals. The Nasdaq is up 0.9%.|2015-01-22|0.07762339595481071|310.32
MSFT|Raymond James has upgraded LinkedIn (LNKD +1.6%) to Strong Buy from Market Perform ahead of its Feb. 5 Q4 report, and set a $280 target.|2015-01-23|0.023730780195585943|42.12
MSFT|"Microsoft's (NASDAQ:MSFT) Window OEM Pro and non-Pro revenue both fell 13% Y/Y in FQ2. The Pro slowdown is blamed on slowing business PC sales, academic discounts, and  ""mix returning to pre-Windows XP end of support levels."" The non-Pro decline is due to unit growth coming from cheaper hardware that Microsoft is providing discounted license fees for. Commercial Windows volume license revenue rose 3%."|2015-01-26|-0.09505766916138791|41.97
AAPL|Thanks to a stronger-than-expected iPhone mix, Apple (NASDAQ:AAPL) had an FQ1 gross margin of 39.9%, up 200 bps Y/Y and above guidance of 37.5%-38.5%. FQ2 GM guidance is at 38.5%-39.5%.|2015-01-27|0.022582027528590842|99.77
AAPL|Apple (NASDAQ:AAPL): FQ1 EPS of $3.06 beats by $0.46.|2015-01-27|0.022582027528590842|99.77
AAPL|Apple (NASDAQ:AAPL) has seen at least ten target hikes after soundly beating FQ1 estimates on the back of a big iPhone sales print. Shares are less than $2.50 away from a high of $119.75.|2015-01-28|0.05263355404182368|105.41
GOOG|With the Senate weighing a bipartisan effort to let companies repatriate offshore cash for five years at a 6.5% rate, Google (NASDAQ:GOOG) CFO Patrick Pichette states on the Q4 CC the passage of such a bill would change how his company spends. He adds ~60% of Google's cash is offshore, and ~40% domestic. (CC live blogs: WSJ, BI)|2015-01-29|0.03138514746414511|509.26
AMZN|Amazon (NASDAQ:AMZN) expects Q1 revenue of $20.9B-$22.9B (+6%-16% Y/Y), below a $23.05B consensus. Op. income guidance is at -$450M to $50M, and includes $450M in stock compensation and amortization costs.|2015-01-29|0.15375338578178965|311.78
AMZN|Amazon (NASDAQ:AMZN): Q4 EPS of $0.45 beats by $0.28.|2015-01-29|0.15375338578178965|311.78
AMZN|Amazon's (AMZN +14.8%) Q4 North American op. margin of 5.4% was its highest in three years, notes SunTrust's Robert Peck, reiterating a Buy and upping his target to $370. Peck is also pleased gross margin rose Q/Q in spite of seasonality, even if one backs out Other (i.e. AWS) revenue. Third-party seller and fulfillment service growth drove the gains, as did improved efficiency.|2015-01-30|0.1910488590567716|354.53
GOOG|"""Management offered a slightly-more-friendly rhetoric around the pace of investment in 2015, stating that it plans to “balance growth and discipline, and throttle back,"" writes Deutsche's Ross Sandler, pleased with Google's (NASDAQ:GOOG) CC commentary (transcript) and reiterating a Buy. ""At 14x 2016 consensus EPS, we see 5% downside and 40%+ upside from current levels"""|2015-01-30|0.03672010995844199|533.06
NFLX|Netflix (NASDAQ:NFLX) plans to enter Japan in the fall of 2015, according to a CNBC report.|2015-02-04|0.018409801303599593|64.1
MSFT|"
TechCrunch reports Microsoft (MSFT +0.9%) has acquired Sunrise, a developer of mobile (iOS/Android) and cloud-based calendar apps, for a price of ""at least $100 million."""|2015-02-04|0.0279738043990696|37.36
MSFT|LinkedIn (LNKD) is guiding for Q1 revenue of $618M-$622M (below a $645.7M consensus) and full-year revenue of $2.93B-$2.95B (in-line with a $2.94B consensus). However, the company has a long history of sandbagging sales guidance. Q1 EPS guidance of $0.53 is below a $0.55 consensus, but full-year EPS guidance of $2.95 is above a $2.73 consensus.|2015-02-05|0.019322085064555683|37.9
MSFT|LinkedIn (LNKD): Q4 EPS of $0.61 beats by $0.08.|2015-02-05|0.019322085064555683|37.9
TSLA|Tesla's (TSLA -1.8%) stock price target is lowered to $200 from $220 at Barclays, which explains that its fundamental difference with TSLA bulls lies around the company's ability to become a successful mass-market OEM.|2015-02-06|-0.004709509877753204|217.36
WMT|Wal-Mart (WMT +0.4%) has jiggled a few ticks higher in morning action amid chatter about a spin-off of Sam's Club.|2015-02-06|-0.00849771831928059|75.99
MSFT|Hiking his price target on the Buy-rated stock to $275 from $240, SunTrust's Robert Peck notes the easy earnings beat, guidance that's likely to prove conservative, continued strong growth in TAS, and Marketing Solutions outperformance.|2015-02-06|0.012342028449204734|37.86
TSLA|Tesla Motors (NASDAQ:TSLA) announces it delivered 9,834 vehicles in Q4. 11,627 vehicles were produced, leading the company to hit a 2014 production target of 35K Model S units.|2015-02-11|-0.06822405254970576|212.8
AMZN|Whole Foods Market (WFM) reports comparable-store sales increased 4.5% in FQ1 vs. 5.4% a year ago and 3.1% last quarter.|2015-02-11|0.017733207195443024|375.14
AAPL|Four months after setting a $203 Apple (AAPL +2.1%) target in an open letter, Carl Icahn has upped his target to a lofty $216 in a new letter.|2015-02-11|0.05524931371378172|114.61
WMT|Wal-Mart (NYSE:WMT) plans to invest 340M Canadian dollars ($269M) to build 29 new supercenters in Canada and expand its distribution network.|2015-02-11|6.593274774679969e-05|75.13
TSLA|"SolarCity (SCTY) deployed 176MW of solar systems in Q4, +70% Y/Y but below guidance of 179MW-194MW; it blames delays for ""a few large commercial projects."" The company is maintaining 2015 deployment guidance of 920MW-1GW (up from 2014's 502MW)."|2015-02-18|0.038843897051413334|204.46
FB|Two months after Citi valued Instagram at $35B, Cowen's John Blackledge has assigned a $33B valuation to the photo/video-sharing platform.|2015-02-19|0.05605421552782941|79.42
WMT|A quick read by retail analysts on Wal-Mart's (NYSE:WMT) Q4 earnings report and guidance for FY16 is focused on the company's commitment to e-commerce initiatives which appears to be as strong (or costly) as ever.|2015-02-19|-0.018998409863361987|72.67
WMT|Wal-Mart (NYSE:WMT) reports U.S. comparable-store sales rose 1.5% in Q4, up 100 bps Q/Q and 190 Y/Y.|2015-02-19|-0.018998409863361987|72.67
AAPL|"""Look for the stock price to rise to $160 over the next year for a 25% return including dividends,"" writes Barron's Jack Hough in a weekend column. ""Expect a big dividend hike when the company updates its capital-return program, likely in April. The current yield looks undersized at 1.5%."""|2015-02-23|0.028925572979756065|122.06
TSLA|Bank of America Merrill Lynch thinks Tesla Motors (NASDAQ:TSLA) won't be able to divert the attention of investors away from quarterly numbers to focus on long-term potential for much longer.|2015-02-23|-0.03507191832160772|207.34
JPM|"No Goldman analyst is going to force JPMorgan (JPM +2.7%) out of investment banking, says Jamie Dimon, wrapping up his bank's investor day. Dimon is referring to a report from Goldman Sachs earlier this year which suggested JPMorgan is trading at a 20% ""conglomerate discount,"" a spread which could be narrowed by breaking the bank up into two or four parts."|2015-02-24|0.022609064970915083|51.96
JPM|JPMorgan's (JPM +2.6%) corporate & Investment bank is set to post year-over-year gains in trading revenue, says unit CEO Daniel Pinto, presenting at the bank's investor day.|2015-02-24|0.022609064970915083|51.96
JPM|"""Scale has always defined the winner in banking,"" says CFO Marianne Lake, who spent a sizable portion of her presentation time explaining why JPMorgan (JPM +2.5%) should not be broken up. The bank, she says, generates $18B per year in synergies as one unit - $15B from added revenues from sales across different units, and $3B in cost savings."|2015-02-24|0.022609064970915083|51.96
TSLA|Tesla Motors (NASDAQ:TSLA) is up over 3% on a volume spike off a shaky rumor linking Apple to the EV automaker.|2015-02-26|-0.0034632099001000727|207.19
MSFT|As part of an Internet sector launch - it also includes Yelp, Expedia, and others - Morgan Stanley's Brian Nowak (formerly with Susquehanna) has launched coverage on LinkedIn (LNKD +2%) with an Overweight rating and $310 target.|2015-02-26|-0.00529608019981298|39.62
TSLA|Tesla Motors (NASDAQ:TSLA) is down 3.17% to $196.88 on above-average volume.|2015-03-02|-0.03683751931261725|197.33
FB|"
Bloomberg reports Facebook (FB +0.8%) is working on a mobile ad platform for 3rd-party apps that would compete against Twitter's (TWTR -2%) popular MoPub mobile ad server/exchange platform for publishers. Twitter is lower following the news."|2015-03-04|0.01828267177224363|80.9
TSLA|SolarCity (SCTY +2.9%) has joined other solar stocks in rallying following Canadian Solar and Vivint Solar's Q4 reports. Vivint, a SolarCity rival, reported Q4 installations of 50MW above guidance of 45MW-47MW. SolarCity's Q4 deployments (slightly different from installations) totaled 176MW.|2015-03-05|-0.02815319224977919|200.63
TSLA|Tesla (TSLA -3.4%) says construction of its Nevada Gigafactory remains on schedule despite a report from a local newspaper that said the project was delayed.|2015-03-06|-0.05805843085537998|193.88
NFLX|Shares of Netflix (NASDAQ:NFLX) are down 2.4% to $443.23 on above-average volume amid confirmation from Apple that HBO Now will price at $15 per month (low end of expected range) and launch in April.|2015-03-09|-0.07141002045308176|63.66
TSLA|Tesla Motors (TSLA +1.2%) is higher on the day on solid volume after starting off in negative territory.|2015-03-10|-0.0004375339586639715|190.32
JPM|After passing the CCAR with its resubmitted capital plan (the first submission ended up too close to the 5% minimum capital threshold), JPMorgan (NYSE:JPM) announces its intention to boost the quarterly dividend to $0.44 per share from $0.40, effective Q2. The buyback will be for up to $6.4B of stock between through the end of 2016 Q2.|2015-03-11|-0.0015884536882201372|51.46
ADBE|Adobe (NASDAQ:ADBE) added 517K Creative Cloud subs in FQ1, 28% more than a year ago and bringing the total base to 3.97M. The company had only guided for CC net adds to drop Q/Q from FQ4's 644K (due to seasonality).|2015-03-17|-0.008646211370431423|79.66
FB|After dropping slightly yesterday following news Facebook (NASDAQ:FB) is giving Messenger users the ability to send money to each other (though not to merchants), EBAY is seeing steeper losses today. Volume (11M shares) has exceeded a 3-month daily average of 8.5M.|2015-03-18|0.058796200150663225|80.91
TSLA|A Tesla Motors (NASDAQ:TSLA) conference call today focused heavily on software upgrades and self-driving car features.|2015-03-19|0.017918822365719067|195.65
NFLX|A bullish note from Cantor Fitzgerald on Netflix (NASDAQ:NFLX) isn't going unnoticed.|2015-03-24|-0.014241751383055945|62.61
TSLA|Tesla Motors (NASDAQ:TSLA) is cut to an Underperform rating by CLSA.|2015-03-25|-0.04633487890968346|194.3
TSLA|"After initially trading lower today, SolarCity (SCTY +1.5%) has caught a bid from an Elon Musk tweet stating a ""major new Tesla product line -- not a car"" will be unveiled on April 30."|2015-03-30|-0.007749613357641794|190.57
TSLA|"Elon Musk says Tesla Motors (NASDAQ:TSLA) will unveil a ""major"" new non-automotive product line during a presentation at the Hawthorne Design Studio on April 30."|2015-03-30|-0.007749613357641794|190.57
AMZN|Four months after the company started promoting local services to its customers, Amazon (AMZN +0.8%) has launched a Home Services site with the help of partners such as TaskRabbit, Pep Boys, and TakeLesons. Market leader Angie's List (ANGI -4.6%) isn't reacting well to the news.|2015-03-30|0.012966424614095362|374.59
AAPL|"""We believe ADI has secured multiple sockets across AAPL's iPhone/iPad lineup to enable the 3D/Force Touch feature,"" reports Barclays, upgrading Analog Devices (NASDAQ:ADI) to Overweight and hiking its target by $15 to $70. ""[W]e believe AAPL needs and would be be willing to pay for ADI's high accuracy [analog/digital] converters."""|2015-03-30|0.0020420596855367235|115.98
JPM|JPMorgan (NYSE:JPM) chief Jamie Dimon made this weekend's Barron's cover, with the accompanying article by Andrew Bary suggesting a 30% rise could be in the cards this year.|2015-03-30|0.017646334123705976|52.08
TSLA|Shares of Tesla Motors (NASDAQ:TSLA) are getting a lift in early action from the automaker's Q1 delivery update released last Friday.|2015-04-06|0.0822672790324015|203.1
JPM|Bernstein upgrades JPMorgan (NYSE:JPM) to Outperform from Market Perform.|2015-04-07|0.008826128899520058|52.33
TSLA|"Believing ""numerous catalysts"" exist for the next 6-9 months, BofA/Merrill (Buy) is holding onto its $95 SolarCity (SCTY) target (71% above current levels)."|2015-04-09|0.0372552114517295|210.09
MSFT|"""There are natural synergies we see with a combination, both strategic and financial, and we see an easy fit within LinkedIn’s (LNKD) business model,"" writes Topeka's Victor Anthony, praising the Lynda.com acquisition. He admits the purchase is expensive - with Lynda having posted 2014 revenue of ~$150M, LinkedIn is paying 10x trailing sales - but (like others) also sees ""a compelling opportunity"" for cross-selling."|2015-04-10|0.008307579891808192|37.51
NFLX|Citi upgrades Netflix (NASDAQ:NFLX) to a Buy rating from Neutral.|2015-04-10|0.07431205106470506|64.94
TSLA|Morgan Stanley is out with new a set of estimates on Tesla Motors (NASDAQ:TSLA).|2015-04-14|-0.01458630228014346|207.46
JPM|"""Dialog with the Fed is getting better, but I don't think it is now or will ever be a transparent process,"" says JPMorgan (NYSE:JPM) CFO Marianne Lake on the earnings call. ""Maybe by design,"" she adds."|2015-04-14|0.040211051969777145|54.21
NFLX|On a Q1 earnings interview, Netflix (NASDAQ:NFLX) execs pointed to international growth to justify the market's (priced-in) expectations of 60M-90M subscribers.|2015-04-15|0.1838069915866598|67.92
NFLX|Netflix (NASDAQ:NFLX) is up 12.7% after hours on a Q1 report where it beat earnings expectations and pointed to total global streaming membership of 62.3M.|2015-04-15|0.1838069915866598|67.92
NFLX|Netflix (NASDAQ:NFLX): Q1 EPS of $0.77 beats by $0.08.|2015-04-15|0.1838069915866598|67.92
NFLX|There's quick action on Netflix (NASDAQ:NFLX) from FBR Capital following the company's blazing Q1 report.|2015-04-16|0.192192278449286|80.29
MSFT|"""With the Windows 10 launch at the end of July, we are watching sort of the impact of that on the back-to-school season, and expect that it might have a bit of a delay to the normal back-to-school season inventory build-up,"" said AMD CEO Lisa Su during last Thursday's earnings CC (transcript)."|2015-04-20|0.011853276201079677|38.58
TSLA|"Continuing its aggressive financing pace, SolarCity (SCTY) has ""activated a fund including an investment from Credit Suisse that is expected to finance more than $1 billion in commercial solar energy systems - including battery storage systems - for businesses, schools and government organizations across the U.S."""|2015-04-22|0.06423710389275172|219.44
MSFT|Continuing its habit of guiding cautiously, Microsoft (NASDAQ:MSFT) has guided (.ppt) on its FQ3 CC for its various business units to have FQ4 revenue of $21.6B-$22.3B, below a $22.7B consensus. Corporate/other revenue (-$20M in FQ3, $314M in FQ2) isn't included in the forecast.|2015-04-23|0.12080431073573639|38.97
AMZN|In its first quarter of breaking out Amazon Web Services' performance, Amazon (NASDAQ:AMZN) states the cloud infrastructure giant had Q1 revenue of $1.57B (+49% Y/Y) and (in spite of AWS' aggressive pricing) an op. profit of $265M (+8%).|2015-04-23|0.13827095740655282|389.99
MSFT|Microsoft (NASDAQ:MSFT): FQ3 EPS of $0.61 beats by $0.10.|2015-04-23|0.12080431073573639|38.97
AMZN|Amazon (NASDAQ:AMZN): Q1 EPS of -$0.12 beats by $0.01.|2015-04-23|0.13827095740655282|389.99
MSFT|"""By calendar 2016, we believe organic [constant currency] growth returns to low single digits with growing cloud business and earnings growth can potentially be restored to 10% or so with the leverage of share repurchase, and continued strong cash flow generation,"" writes Nomura's Rick Sherlund, upgrading Microsoft (NASDAQ:MSFT) to Buy following its FQ3 beat. His target remains at $50."|2015-04-24|0.1159430663037031|43.04
AMZN|Janney, JPMorgan, and Raymond James have upgraded Amazon (NASDAQ:AMZN) after the company beat Q1 estimates on the back of a 24% Y/Y increase in North American segment revenue, guided in-line, and (importantly) reported AWS had a $265M Q1 op. profit on revenue of $1.57B ($680M and $5.16B for the trailing 12 months). At least 7 other firms have hiked their targets. Amazon's market cap is at $181.6B.|2015-04-24|0.12710541778359108|445.1
AAPL|Apple (NASDAQ:AAPL): FQ2 EPS of $2.33 beats by $0.17.|2015-04-27|0.007082535989190952|121.74
TSLA|Deutsche Bank is positive on the impact of Tesla Motors (TSLA +4.9%) entering the home energy and presents an upside outlook ahead of the consensus Street view.|2015-04-27|0.05466630108991288|231.55
MSFT|"In its Q1 CC prepared remarks (.pdf), LinkedIn (LNKD) states its 2015 Market Solutions (ad) revenue will be hurt by ""the continued migration to selling our new suite of products as well as more pronounced secular headwinds for traditional display-advertising."" Twitter can sympathize."|2015-04-30|-0.010195696017180955|43.74
MSFT|LinkedIn (LNKD): Q1 EPS of $0.57 beats by $0.01.|2015-04-30|-0.010195696017180955|43.74
MSFT|Not surprisingly, LinkedIn (LNKD -20.5%) has received plenty of target cuts in response to the soft guidance (blamed on a variety of factors) provided with its slight Q1 beat. But no downgrades have arrived, and many on the sell-side are defending the professional social networking leader.|2015-05-01|-0.016616639779301057|43.75
TSLA|To much fanfare, Tesla (NASDAQ:TSLA) has unveiled a line of batteries for homes, businesses, and utilities that store energy produced by solar panels. The wall-mounted home system, known as the Powerwall, is about the size of a suitcase. A 7kWh version goes for $3,000, and a 10kWh version for $3,500.|2015-05-01|-0.007800900928212728|226.03
TSLA|There's no rest for debate on Tesla Motors (TSLA +2.2%) with the creation of Tesla Energy still being analyzed and the company due to report Q1 earnings on Wednesday.|2015-05-04|0.030317125893437602|230.51
TSLA|SolarCity (SCTY) installed 153MW of solar systems in Q1, +87% Y/Y and above guidance of 145MW. Installations are expected to rise to 180MW (+69% Y/Y) in Q2. Full-year guidance for 920MW-1GW of solar deployments (not the same as installations) is reiterated.|2015-05-05|0.01958782984023366|232.95
MSFT|"
Bloomberg reports Microsoft (MSFT -1.2%) is ""evaluating a bid"" for Salesforce (CRM +4.8%) after Salesforce was approached by another potential suitor. Salesforce is reportedly working with two banks to determine a response."|2015-05-05|-0.04963109786461872|42.8
NFLX|"Netflix (NASDAQ:NFLX) is pressing the FCC to reject the $48B merger of AT&T (NYSE:T) and DirecTV (NYSE:DTV), according to regulatory filings revealed today, on complaints about market power -- as the merger could ""lead to its becoming the largest (Internet service provider) in the country as well"" as becoming the biggest MVPD."|2015-05-05|0.006491304134213172|80.79
TSLA|Tesla (NASDAQ:TSLA) produced 11,160 vehicles in Q1, down slightly from Q4's 11,627 but beating guidance of 10K. 10,045 vehicles were delivered, close to the 10,030 previously announced and up from Q4's 9,834.|2015-05-06|0.027411421983469575|230.43
TSLA|Tesla (NASDAQ:TSLA): Q1 EPS of -$0.36 beats by $0.14.|2015-05-06|0.027411421983469575|230.43
AMZN|Whole Foods Market (WFM) reports comparable-store sales rose 3.6% in FQ2.|2015-05-06|0.00922834861173183|419.1
AMZN|Citing enthusiasm about the AWS figures broken out in Amazon's (NASDAQ:AMZN) April 23 Q1 report, Bernstein has hiked its target by $150 to $600, while reiterating an Outperform.|2015-05-07|0.029554418557091955|426.88
AMZN|A plan by Whole Foods Market (WFM -10.6%) to launch a new store brand concept was a major topic of the company's Q1 earnings call.|2015-05-07|0.029554418557091955|426.88
AAPL|"""The UBS Evidence Lab iPhone Monitor initially pegs June quarter iPhone (NASDAQ:AAPL) demand at 51.1mn units, above the Street consensus estimate of about 45mn,"" says analyst Steve Milunovich (Buy rating). Noting the model tries to gauge consumer sell-through rather than channel sell-in (i.e. what Apple records), Milunovich now expects 48M FQ3 (calendar Q2) iPhone sales, up from a prior 43M, and has hiked his FQ3 EPS estimate by $0.13 to $1.93."|2015-05-14|0.02311025826934554|118.84
FB|comScore's April data indicates Facebook's (NASDAQ:FB) core services accounted for 24% of all U.S. smartphone activity (on a minutes basis), reports JPMorgan's Dough Anmuth (Overweight rating, $100 target). That's up from March's 22% and well above the 5% collectively recorded by all other social networking services (Twitter, Instagram, WhatsApp, Snapchat, etc.).|2015-05-14|0.038330017802338356|81.37
NFLX|Shares of Netflix (NASDAQ:NFLX) are trading at all-time highs in premarket trading with the price target bar from Wall Street getting boosted to a new level.|2015-05-19|0.013442926228320662|88.07
WMT|Wal-Mart (NYSE:WMT) reports U.S. comparable-store sales rose 1.1% in Q1 on positive traffic.|2015-05-19|-0.04199250959803935|67.33
AAPL|Apple (NASDAQ:AAPL) will follow up on its use of OLED displays for the Apple Watch by launching iPhones and iPads sporting OLEDs in the 2016/2017 timeframe, argues The Motley Fool's Steve Symington in a column today.|2015-05-20|0.009261729122088225|119.86
AMZN|Two weeks after Bernstein hiked its Amazon (NASDAQ:AMZN) target to $600, Morgan Stanley's Brian Nowak has hiked his target by $70 to $520.|2015-05-21|0.014162618412877803|431.63
GOOG|Sling TV (DISH +2%) has rolled out its Android TV app for Google's (NASDAQ:GOOG) Nexus Player streaming-video device, along with a 50%-off promotion for the hardware.|2015-05-21|0.005138654676532517|542.51
MSFT|"CNBC's David Faber reports Microsoft (MSFT -0.7%) held ""significant talks"" earlier this spring about acquiring Salesforce (CRM +2.4%), but the companies ""remained far apart on a price."" Microsoft was reportedly willing to offer $55B for Salesforce (current market cap of $49.3B); Salesforce CEO Marc Benioff is said to have wanted as much as $70B."|2015-05-22|-0.020797878354272603|42.45
MSFT|An unconfirmed rumor (picked up by Briefing.com) that activist investors are taking stakes in LinkedIn (LNKD) appears to be lifting shares.|2015-06-01|-0.011112860285495851|42.74
MSFT|LinkedIn (LNKD) is now up 6.2% over the last two days, aided by rumors of activists buying stakes. Carl Icahn's name has popped up along the way.|2015-06-02|-0.00018315105040322965|42.46
MSFT|LinkedIn (LNKD) refuses to take a breather: With the help of activist/Icahn rumors and an upbeat RBC note, the professional social networking leader is now up 9% on the week. Shares are still down 23% from a February high of $276.18, after having nosedived in response to LinkedIn's Q2/2015 guidance.|2015-06-03|-0.01834169322406287|42.4
NFLX|Netflix (NASDAQ:NFLX) announces four new original series aimed at kids.|2015-06-03|0.00395080909315626|88.81
WMT|Raymond James upgrades Wal-Mart (NYSE:WMT) to a Strong Buy rating on a valuation call.|2015-06-08|-0.02278808991929815|63.96
NFLX|Trading volume on Netflix (NFLX +4.9%) is already 3X normal activity as investors pushed the stock to fresh all-time highs before it settled back a bit.|2015-06-10|0.06066498736308146|95.87
AAPL|"""The new Safari release brings Content Blocking Safari Extensions to iOS. Content Blocking gives your extensions a fast and efficient way to block cookies, images, resources, pop-ups, and other content,"" writes Apple (NASDAQ:AAPL) in its developer documentation for iOS 9 (launching this fall)."|2015-06-11|-0.0018308189432463262|118.51
AAPL|"TechCrunch states Apple (NASDAQ:AAPL), which has been stepping up its efforts to grow enterprise sales, is working with enterprise mobility management (EMM) software vendor MobileIron (NASDAQ:MOBL) to ""help deploy applications into the enterprise."""|2015-06-16|0.0010425866904992809|117.6
TSLA|SolarCity (SCTY) CFO Brad Buss has disclosed he bought 6K shares yesterday at $54.87, bringing his total stake to 14K.|2015-06-16|0.03850734796385413|253.12
ADBE|Ahead of this afternoon's FQ2 report, Adobe (ADBE +0.6%) has announced its 2015 refresh for its mainstay Creative Cloud platform. The highlight is the launch of Adobe Stock, a stock photo service that's based on recently-acquired Fotolia, features 40M+ images, and is tightly integrated with various CC apps.|2015-06-16|-0.02423384026999531|79.94
TSLA|Baron Capital founder Ron Baron sees a $120B valuation on Tesla Motors (TSLA +2.9%) in five years.|2015-06-17|0.04542728047732392|260.41
GOOG|Unconfirmed Google (NASDAQ:GOOG) buyout chatter is propelling Twitter (NYSE:TWTR) higher. In the past, shares have also risen on rumors (later shot down) that Carl Icahn has taken a stake.|2015-06-19|0.016834430198050643|536.69
AAPL|"
Digitimes reports Apple (NASDAQ:AAPL) is internally developing integrated touch controller/display driver (TDDI) ICs for use in future iPhones. The chips will also reportedly have integrated fingerprint sensors, and (notably) go into models sporting ""a whole plane design eliminating the Home button."""|2015-06-22|-0.006632807150376396|117.61
NFLX|"BTIG Research increases the price target of Netflix (NASDAQ:NFLX) to $950 from $600 on its view the ""breakdown"" in the traditional media ecosystem will directly benefit the company."|2015-06-22|0.027210802177667692|96.41
NFLX|Netflix (NASDAQ:NFLX) announces a seven-for-one stock split.|2015-06-23|0.032591548041271845|97.31
FB|On a day the Nasdaq is nearly flat, Facebook (FB +3.2%) has topped a March 24 peak of $86.07 by more than a dollar. 39.4M shares have been traded, easily topping a 3-month daily average of 23.1M. Facebook's market cap is up to $245B.|2015-06-23|0.0752331170575351|87.88
AAPL|"
A study by Piper's Gene Munster of U.S. and Chinese iPhone resale values (on eBay and Alibaba's Taobao site, respectively) indicates the iPhone 6 and 6+ (AAPL +1.7%) are commanding higher prices than the 5S and 5C did a year ago."|2015-06-24|-0.0007924973938411295|118.07
NFLX|Netflix (NASDAQ:NFLX) plans to enter India in 2016, sources tell The Times of India.|2015-06-25|-0.04391871558038696|94.89
MSFT|"KitGuru, not a site with a long track record of delivering M&A scoops, reports (citing a source) Microsoft (NASDAQ:MSFT) ""may acquire"" AMD."|2015-06-29|-0.03298385449366903|40.16
MSFT|LinkedIn (LNKD) is posting steep losses amid a 1.6% drop for the Nasdaq. Volume is moderate - 1.46M shares vs. a 3-month daily average of 2M. The declines comes after the professional social networking leader filed on Friday evening to allow Lynda.com shareholders to sell up to 3.57M shares at their discretion.|2015-06-29|-0.03298385449366903|40.16
